2015-01-04 17:10:52,834;Osa_61;34.232793;135.906451;829924
2015-01-19 12:48:52,834;Osa_39;35.090291;135.341029;891737
2015-01-27 22:04:52,834;Yok_85;35.494120;139.424249;889548
2015-01-06 06:51:52,834;Yok_99;35.030989;140.126021;861343
2015-01-15 09:03:52,834;Kyo_59;35.407098;135.555417;814843
2015-01-22 02:38:52,834;Osa_48;35.193847;135.316521;837857
2015-01-13 17:38:52,834;Kyo_30;34.810244;136.001020;866962
2015-01-25 13:54:52,834;Osa_52;34.416388;135.431406;811160
2015-01-23 04:27:52,834;Kob_23;34.683543;135.293743;844974
2015-01-05 02:37:52,834;Sai_83;35.390610;139.805639;841742
2015-01-09 13:06:52,834;Osa_88;35.131316;135.781947;832961
2015-01-14 06:47:52,834;Sai_05;35.937530;139.171022;853653
2015-01-25 17:20:52,834;Osa_42;34.401202;135.458180;871511
2015-01-29 16:05:52,834;Kaw_81;35.078887;139.295793;833646
2015-01-04 07:17:52,834;Sai_29;35.898607;140.100629;888135
2015-01-29 12:34:52,834;Sap_80;43.108729;140.995706;817215
2015-01-10 06:38:52,834;Yok_61;35.586074;139.516725;828322
2015-01-21 02:47:52,834;Sai_93;35.947469;140.015920;891559
2015-01-15 21:09:52,834;Osa_30;34.442855;135.106318;845396
2015-01-27 21:44:52,834;Kyo_73;34.596446;135.525858;854149
2015-01-01 00:14:52,834;Nag_02;35.047779;137.170050;833263
2015-01-19 07:06:52,834;Kob_05;34.996594;134.711238;833701
2014-12-31 19:20:52,834;Nag_14;35.337100;137.405733;821343
2015-01-10 22:13:52,834;Sai_19;35.426964;139.280678;807735
2015-01-29 05:37:52,834;Fuk_49;33.235310;130.521786;895665
2015-01-04 01:06:52,834;Yok_71;35.043381;139.550149;837785
2015-01-17 19:24:52,834;Fuk_75;33.486773;130.711347;864055
2015-01-24 20:29:52,834;Fuk_27;33.831359;129.942299;889449
2015-01-17 04:28:52,834;Sap_51;43.294507;141.258205;846764
2015-01-20 17:52:52,834;Kyo_70;34.902462;135.859138;810089
2015-01-05 10:23:52,834;Fuk_51;33.636006;130.262148;846616
2015-01-13 02:48:52,834;Nag_86;35.342175;136.473948;801899
2015-01-21 16:38:52,834;Fuk_07;33.753933;130.433232;834892
2015-01-21 22:52:52,834;Kyo_02;35.496011;135.977120;852386
2015-01-19 21:53:52,834;Osa_19;34.675592;135.786495;880668
2015-01-09 00:26:52,834;Osa_89;34.760470;135.000883;868012
2015-01-17 02:16:52,834;Nag_34;35.499187;136.822385;852212
2015-01-04 05:38:52,834;Yok_78;35.807545;139.860799;899779
2015-01-24 06:07:52,834;Yok_32;35.453668;139.807824;829280
2015-01-11 02:44:52,834;Yok_31;35.143991;139.789134;852027
2015-01-06 22:15:52,834;Kyo_25;35.459666;135.778104;884803
2015-01-01 06:31:52,834;Tok_82;35.665995;139.812196;827484
2015-01-14 22:23:52,834;Osa_24;34.663069;135.295429;823442
2015-01-01 18:37:52,834;Kob_84;34.456871;134.789300;882834
2015-01-14 10:58:52,834;Kaw_60;35.187586;139.270290;802881
2015-01-04 02:14:52,834;Kaw_99;35.376128;139.642288;849618
2015-01-27 05:06:52,834;Osa_37;34.699983;135.913200;811471
2015-01-23 07:14:52,834;Sai_47;35.570807;139.335827;815218
2015-01-03 16:12:52,834;Kob_27;34.207537;135.476846;832970
2014-12-31 09:24:52,834;Sap_51;43.294507;141.258205;858026
2015-01-21 07:27:52,834;Sap_59;43.326105;141.373706;895636
2015-01-08 07:10:52,834;Kyo_15;34.927151;135.793386;889534
2015-01-04 06:35:52,834;Kaw_52;35.815184;139.814528;878799
2015-01-05 09:06:52,834;Kaw_72;35.839877;139.989002;874204
2015-01-16 18:41:52,834;Osa_75;34.807340;135.608173;835287
2015-01-22 09:43:52,834;Yok_35;35.653320;139.341929;875384
2015-01-28 15:54:52,834;Tok_56;35.341467;139.472475;882739
2015-01-10 17:18:52,834;Osa_10;34.974585;135.287933;812357
2015-01-15 17:32:52,834;Yok_72;35.000249;139.563467;820793
2015-01-12 12:49:52,834;Kaw_34;35.603863;140.009025;809825
2015-01-11 21:27:52,834;Kaw_87;35.707822;140.119184;844570
2015-01-11 16:05:52,834;Kyo_62;35.248122;136.213461;876648
2015-01-01 21:29:52,834;Kyo_38;34.617285;135.718588;847585
2015-01-21 01:27:52,834;Osa_33;35.124313;135.432203;865665
2015-01-26 10:44:52,834;Kyo_97;34.610775;135.800849;839372
2015-01-09 01:12:52,834;Kob_50;34.432287;135.458000;840674
2015-01-24 11:17:52,834;Osa_59;34.380625;135.431704;844599
2015-01-11 21:00:52,834;Sai_85;35.646452;139.713336;810387
2015-01-25 21:41:52,834;Nag_54;34.888831;137.349711;801340
2014-12-31 13:54:52,834;Fuk_12;34.118249;130.264637;882225
2015-01-02 14:55:52,834;Osa_11;35.143145;135.695531;836414
2015-01-11 01:49:52,834;Yok_01;35.120026;139.761451;841250
2014-12-31 13:54:52,834;Fuk_14;33.568588;130.363835;865328
2015-01-01 15:20:52,834;Kyo_63;35.026660;135.724852;871369
2015-01-03 21:42:52,834;Fuk_69;33.933144;130.470702;843389
2015-01-15 10:52:52,834;Sai_53;35.430417;139.987958;807120
2015-01-10 18:46:52,834;Kob_97;34.415094;134.705927;882896
2015-01-23 16:13:52,834;Nag_43;35.213434;137.271786;834913
2015-01-03 14:27:52,834;Kaw_15;35.576196;139.619901;849090
2015-01-11 14:07:52,834;Kaw_72;35.839877;139.989002;852569
2015-01-06 20:17:52,834;Yok_33;35.827192;140.178483;854688
2015-01-26 15:04:52,834;Sap_69;43.314734;141.316255;845274
2015-01-22 07:44:52,834;Kaw_02;35.144406;139.820624;889298
2015-01-16 07:02:52,834;Yok_69;35.728306;140.105412;844793
2015-01-20 07:00:52,834;Sai_83;35.390610;139.805639;845909
2015-01-27 18:17:52,834;Osa_46;34.569635;135.353384;806832
2015-01-05 21:49:52,834;Fuk_02;33.987009;130.756645;841914
2015-01-11 10:54:52,834;Osa_51;35.152466;135.626114;868896
2015-01-29 08:38:52,834;Kaw_37;35.301684;139.635494;876719
2015-01-09 07:34:52,834;Fuk_15;33.581038;130.550257;837784
2015-01-23 01:38:52,834;Kob_52;34.508058;134.751357;822038
2015-01-26 06:08:52,834;Yok_26;35.823476;139.733238;802084
2015-01-20 09:56:52,834;Sap_54;43.329879;141.115862;804323
2015-01-06 08:30:52,834;Osa_29;34.604169;135.247388;870564
2015-01-02 09:58:52,834;Kob_73;34.205615;135.369915;811529
2015-01-16 08:51:52,834;Kyo_91;34.750273;136.053605;802324
2015-01-15 02:57:52,834;Tok_03;36.218432;140.182057;838576
2015-01-03 04:32:52,834;Osa_02;34.973943;135.563763;818875
2015-01-10 10:43:52,834;Fuk_32;33.925970;129.937093;877337
2015-01-29 05:01:52,834;Kob_63;34.805979;135.407028;872005
2015-01-24 05:52:52,834;Tok_98;35.678826;139.264473;857874
2015-01-16 03:24:52,834;Kyo_58;35.162824;135.747357;884367
2015-01-11 03:56:52,834;Fuk_59;33.967176;130.281002;857915
2015-01-17 16:12:52,834;Kyo_06;35.468750;135.820419;882148
2015-01-26 17:08:52,834;Kob_55;34.728582;135.662702;817151
2014-12-31 08:50:52,834;Osa_80;35.096462;135.711930;801020
2015-01-16 11:54:52,834;Tok_51;35.519996;139.301701;821994
2015-01-02 14:07:52,834;Osa_45;35.181668;135.359752;867727
2015-01-04 16:14:52,834;Kyo_09;35.189668;136.173985;864760
2015-01-04 07:21:52,834;Kob_43;35.183705;134.760205;840280
2015-01-13 22:30:52,834;Tok_21;36.069841;139.293835;829028
2015-01-06 05:32:52,834;Sai_73;35.373930;139.265984;829623
2015-01-11 00:41:52,834;Kob_63;34.805979;135.407028;810054
2015-01-12 22:51:52,834;Sai_63;36.192208;139.818517;824982
2015-01-01 01:42:52,834;Sai_73;35.373930;139.265984;845599
2015-01-03 08:00:52,834;Tok_13;36.065506;140.161324;803786
2015-01-21 12:52:52,834;Kob_67;34.686845;135.053786;808444
2015-01-03 09:58:52,834;Kob_22;34.475788;135.229641;825121
